flip_p,1,5,10,20,30,40,50,100,200
0.05,-0.3300000000000125,-0.0200000000000102,0.0099999999999909,-0.0300000000000011,-0.0800000000000125,-0.0300000000000011,-0.0200000000000102,-0.0600000000000022,-0.0200000000000102
0.1,-0.7700000000000102,-0.1400000000000005,0.0,-0.0100000000000051,-0.0200000000000102,-0.0300000000000011,-0.0100000000000051,-0.0200000000000102,-0.0100000000000051
0.15,-1.460000000000008,-0.2400000000000091,-0.2900000000000062,-0.1700000000000017,-0.0500000000000113,-0.0300000000000011,-0.0100000000000051,0.0,-0.0500000000000113
0.2,-3.180000000000007,-0.3700000000000045,-0.2100000000000079,-0.0900000000000034,-0.0300000000000011,-0.1500000000000056,-0.0500000000000113,-0.0200000000000102,-0.0500000000000113
0.25,-6.970000000000013,-0.4900000000000091,-0.3000000000000113,-0.1700000000000017,-0.1900000000000119,-0.2100000000000079,-0.1900000000000119,-0.0600000000000022,0.019999999999996
0.3,-15.27000000000001,-1.5300000000000011,-0.4400000000000119,-0.4200000000000017,-0.3100000000000023,-0.2900000000000062,-0.1800000000000068,-0.0800000000000125,-0.0400000000000062
0.35,-31.720000000000013,-3.3100000000000023,-1.0600000000000025,-0.5400000000000063,-0.6100000000000136,-0.3100000000000023,-0.3200000000000074,-0.220000000000013,-0.0900000000000034
0.4,-51.78000000000001,-13.110000000000014,-4.290000000000006,-1.690000000000012,-1.0200000000000102,-0.5500000000000114,-0.6400000000000006,-0.4600000000000079,-0.2700000000000102
0.45,-72.75,-47.67000000000001,-29.010000000000005,-13.52000000000001,-7.390000000000001,-4.980000000000004,-3.1300000000000097,-0.9500000000000028,-0.4700000000000131
